acc,assay_type,organism
SRR28806298,WGS,Equus asinus
SRR7702468,WGS,mouse gut metagenome
ERR11768924,WGS,poultry litter metagenome
ERR1915937,WGS,bacterium
SRR4096747,WGS,chicken gut metagenome
SRR16264896,WGS,feces metagenome
SRR25052242,WGS,gut metagenome
ERR4369863,WGS,mouse gut metagenome
SRR25204170,WGS,Mus musculus
SRR27999955,OTHER,gut metagenome
SRR28527747,WGS,mouse gut metagenome
SRR20950949,WGS,metagenome
ERR1913429,WGS,bacterium
SRR20950830,WGS,metagenome
SRR9866652,WGS,Lawsonia intracellularis
SRR6323241,WGS,chicken gut metagenome
ERR4368412,WGS,mouse gut metagenome
ERR4369802,WGS,mouse gut metagenome
SRR15730531,WGS,mouse gut metagenome
SRR26560436,WGS,Mus musculus
SRR14253239,WGS,gut metagenome
SRR31127828,WGS,bovine gut metagenome
SRR21846312,WGS,mouse gut metagenome
ERR11768820,WGS,poultry litter metagenome
ERR10930158,WGS,pig gut metagenome
SRR30359179,WGS,Gallus gallus
ERR2821861,OTHER,chicken gut metagenome
SRR23918742,WGS,chicken gut metagenome
SRR27143239,WGS,gut metagenome
SRR6323242,WGS,chicken gut metagenome
ERR11768896,WGS,poultry litter metagenome
SRR11183874,WGS,pig gut metagenome
SRR13008608,WGA,gut metagenome
SRR29217081,WGS,mouse gut metagenome
ERR3199545,WGS,metagenome
ERR1913427,WGS,bacterium
SRR29291654,WGS,gut metagenome
ERR4093101,WGS,mouse gut metagenome
ERR4371190,WGS,mouse gut metagenome
SRR13102928,WGS,mouse gut metagenome
SRR29291089,WGS,gut metagenome
ERR4093751,WGS,mouse gut metagenome
SRR17156339,WGS,Felis catus
SRR15744629,WGS,metagenome
SRR20950774,WGS,metagenome
ERR2026034,WGS,metagenome
SRR25685068,WGS,air metagenome
ERR4091760,WGS,mouse gut metagenome
ERR4368471,WGS,mouse gut metagenome
SRR31305045,WGS,Streptococcaceae
SRR15730528,WGS,mouse gut metagenome
SRR14862902,WGS,mouse gut metagenome
SRR14556562,WGS,gut metagenome
SRR6323133,WGS,chicken gut metagenome
ERR4096672,WGS,mouse gut metagenome
ERR580745,OTHER,Mus musculus
SRR29026044,WGA,metagenome
ERR4183463,WGS,Canis lupus familiaris
SRR19759426,WGS,Mus musculus
SRR26717875,WGS,chicken gut metagenome
ERR6769767,WGS,chicken gut metagenome
ERR1915705,WGS,bacterium
SRR11615757,WGS,human gut metagenome
SRR26560442,WGS,Mus musculus
DRR121525,WGS,mouse gut metagenome
DRR121557,WGS,mouse gut metagenome
SRR24860683,WGS,mouse metagenome
SRR27911165,OTHER,anaerobic digester metagenome
SRR20950851,WGS,metagenome
SRR21465078,WGS,rat gut metagenome
SRR26926596,WGS,chicken gut metagenome
SRR26926576,WGS,chicken gut metagenome
ERR3199647,WGS,metagenome
SRR29291042,WGS,gut metagenome
SRR9113704,WGS,chicken gut metagenome
ERR4372676,WGS,mouse gut metagenome
ERR4368398,WGS,mouse gut metagenome
ERR2241762,WGS,metagenome
SRR20792781,OTHER,gut metagenome
ERR899292,WGS,Mus musculus
ERR1915718,WGS,bacterium
ERR2241866,WGS,metagenome
SRR20950982,WGS,metagenome
ERR1914400,WGS,bacterium
ERR1916222,WGS,bacterium
SRR18845019,WGS,human gut metagenome
SRR13089942,WGS,metagenome
SRR25957085,WGS,canine metagenome
ERR3357582,WGS,mouse gut metagenome
SRR9113714,WGS,chicken gut metagenome
SRR12730740,WGS,chicken gut metagenome
SRR27538758,WGS,human gut metagenome
SRR19759467,WGS,Mus musculus
SRR17156955,WGS,mouse gut metagenome
SRR26458446,WGS,dust metagenome
SRR22185787,WGS,gut metagenome
ERR6769736,WGS,chicken gut metagenome
SRR21430475,WGS,Ruminococcus sp.
SRR21034885,WGS,pig gut metagenome
ERR4369557,WGS,mouse gut metagenome
ERR2026376,WGS,metagenome
SRR20950787,WGS,metagenome
SRR29291515,WGS,gut metagenome
SRR15604629,WGS,feces metagenome
ERR4371116,WGS,mouse gut metagenome
ERR4304580,WGS,mixed sample
SRR26402680,WGS,feces metagenome
SRR25083408,WGS,chicken gut metagenome
ERR4079136,WGS,mouse gut metagenome
SRR15091715,WGS,mouse gut metagenome
SRR28581599,WGS,Akkermansia
ERR4370548,WGS,mouse gut metagenome
SRR12833172,WGS,Rattus norvegicus
SRR30359187,WGS,Gallus gallus
SRR17774857,RNA-Seq,gut metagenome
SRR9113715,WGS,chicken gut metagenome
SRR15067453,OTHER,gut metagenome
ERR4129014,WGS,mouse gut metagenome
SRR24260335,WGS,bovine gut metagenome
SRR15410196,WGS,pig metagenome
SRR26949927,WGS,Staphylococcus epidermidis
ERR3199604,WGS,metagenome
SRR15970530,OTHER,rat gut metagenome
ERR1915117,WGS,bacterium
ERR3199571,WGS,metagenome
SRR14629567,WGS,mouse gut metagenome
ERR1914181,WGS,bacterium
SRR20950846,WGS,metagenome
SRR26926519,WGS,chicken gut metagenome
SRR26560425,WGS,Mus musculus
SRR26912673,WGA,mouse gut metagenome
ERR4398716,WGS,feces metagenome
ERR4398817,WGS,feces metagenome
SRR17035099,WGS,gut metagenome
SRR29217289,OTHER,chicken gut metagenome
SRR26637657,OTHER,mouse gut metagenome
SRR24098263,OTHER,chicken gut metagenome
ERR11768990,WGS,clothing metagenome
SRR29291538,WGS,gut metagenome
SRR19905791,WGS,chicken gut metagenome
SRR22535157,OTHER,bovine gut metagenome
SRR25823913,WGS,chicken gut metagenome
SRR14629562,WGS,mouse gut metagenome
SRR13102919,WGS,mouse gut metagenome
SRR12795780,WGS,pig gut metagenome
SRR25204204,WGS,Mus musculus
ERR1915703,WGS,bacterium
SRR25052194,WGS,gut metagenome
DRR174592,WGS,human gut metagenome
SRR13647250,WGS,human gut metagenome
SRR7702477,WGS,mouse gut metagenome
ERR10017634,WGS,mouse gut metagenome
SRR23153096,WGS,gut metagenome
SRR12711073,WGS,gut metagenome
ERR982811,WGS,mouse gut metagenome
SRR28527767,WGS,mouse gut metagenome
SRR11553424,WGS,air metagenome
SRR14167422,OTHER,rat gut metagenome
ERR1915708,WGS,bacterium
ERR4303155,WGS,mixed sample
SRR15604561,WGS,feces metagenome
SRR22185794,WGS,gut metagenome
SRR11615186,WGA,metagenome
SRR20950800,WGS,metagenome
ERR4371840,WGS,mouse gut metagenome
SRR4425679,OTHER,feces metagenome
SRR11284183,WGS,mouse metagenome
SRR25204185,WGS,Mus musculus
ERR4836887,WGS,chicken gut metagenome
ERR4992208,WGS,chicken gut metagenome
ERR2241807,WGS,metagenome
SRR9113698,WGS,chicken gut metagenome
ERR4371927,WGS,mouse gut metagenome
ERR3348827,WGS,Mus musculus
SRR28527773,WGS,mouse gut metagenome
SRR31127843,WGS,bovine gut metagenome
ERR4368469,WGS,mouse gut metagenome
ERR1916204,WGS,bacterium
SRR28527752,WGS,mouse gut metagenome
ERR4371444,WGS,mouse gut metagenome
ERR4371911,WGS,mouse gut metagenome
SRR24098294,OTHER,chicken gut metagenome
SRR25957035,WGS,canine metagenome
ERR4622783,WGS,human gut metagenome
SRR27593224,WGS,food metagenome
SRR21846293,WGS,mouse gut metagenome
SRR21756259,WGS,metagenome
ERR4073731,WGS,mouse gut metagenome
ERR4368768,WGS,mouse gut metagenome
SRR21424790,WGS,mouse gut metagenome
ERR969519,WGS,Mus musculus
ERR11768909,WGS,poultry litter metagenome
ERR1915902,WGS,bacterium
SRR18243798,WGS,mouse gut metagenome
SRR15730545,WGS,mouse gut metagenome
SRR15459207,WGS,mouse gut metagenome
SRR20853675,OTHER,feces metagenome
SRR5927714,WGS,mouse gut metagenome
SRR18079137,RNA-Seq,gut metagenome
SRR15292445,WGS,metagenome
SRR11123029,WGS,pig gut metagenome
SRR14629564,WGS,mouse gut metagenome
SRR21846298,WGS,mouse gut metagenome
ERR6760083,WGS,Mus musculus
SRR8638173,WGS,gut metagenome
ERR2026936,WGS,Rattus norvegicus
SRR7756683,WGS,air metagenome
SRR26912634,WGA,mouse gut metagenome
ERR4369220,WGS,mouse gut metagenome
ERR4368248,WGS,mouse gut metagenome
SRR22508335,WGS,beach sand metagenome
SRR31063352,WGS,mouse gut metagenome
SRR25865704,WGS,gut metagenome
ERR4836037,WGS,chicken gut metagenome
SRR6323469,WGS,chicken gut metagenome
ERR7130524,WGS,metagenome
ERR2026046,WGS,metagenome
SRR13385233,WGS,mouse gut metagenome
SRR16894728,WGS,feces metagenome
ERR4368149,WGS,mouse gut metagenome
ERR1914846,WGS,bacterium
SRR13102899,WGS,mouse gut metagenome
SRR26926597,WGS,chicken gut metagenome
SRR29971845,WGS,mouse gut metagenome
SRR6323418,WGS,chicken gut metagenome
SRR6032580,WGS,mouse gut metagenome
ERR4082456,WGS,mouse gut metagenome
SRR10822050,WGS,metagenome
ERR3199551,WGS,metagenome
SRR14253252,WGS,gut metagenome
SRR11183882,WGS,pig gut metagenome
SRR29291286,WGS,gut metagenome
ERR2026944,WGS,Rattus norvegicus
ERR4368203,WGS,mouse gut metagenome
ERR4371027,WGS,mouse gut metagenome
ERR4968581,WGS,chicken gut metagenome
SRR6323373,WGS,chicken gut metagenome
SRR13790627,WGS,metagenome
SRR25957099,WGS,canine metagenome
SRR15730523,WGS,mouse gut metagenome
SRR30941452,WGS,chicken gut metagenome
SRR24762904,WGS,Ligilactobacillus murinus
SRR14629563,WGS,mouse gut metagenome
SRR17182781,WGS,metagenome
SRR22185779,WGS,gut metagenome
SRR14167429,OTHER,rat gut metagenome
ERR4369332,WGS,mouse gut metagenome
ERR4368998,WGS,mouse gut metagenome
SRR21707382,WGS,feces metagenome
SRR6323540,WGS,chicken gut metagenome
ERR11768895,WGS,poultry litter metagenome
SRR23152936,WGS,gut metagenome
SRR29291368,WGS,gut metagenome
ERR414450,WGS,human gut metagenome
ERR2241904,WGS,metagenome
SRR21465079,WGS,rat gut metagenome
ERR5163998,WGS,mouse gut metagenome
SRR29291257,WGS,gut metagenome
SRR29291525,WGS,gut metagenome
SRR27911147,OTHER,anaerobic digester metagenome
ERR4183454,WGS,Canis lupus familiaris
ERR4371379,WGS,mouse gut metagenome
SRR27999948,OTHER,gut metagenome
SRR25957058,WGS,canine metagenome
ERR1914402,WGS,bacterium
ERR7167062,WGS,chicken gut metagenome
SRR13089977,WGS,metagenome
ERR3414593,WGS,metagenome
SRR14025830,WGS,mouse gut metagenome
SRR24098218,OTHER,chicken gut metagenome
SRR17182827,WGS,metagenome
SRR29267343,WGS,mouse gut metagenome
DRR121540,WGS,mouse gut metagenome
DRR121600,WGS,mouse gut metagenome
ERR3199665,WGS,metagenome
ERR3414581,WGS,metagenome
ERR4096461,WGS,chicken gut metagenome
ERR2167824,WGS,gut metagenome
SRR29291464,WGS,gut metagenome
ERR5838546,WGS,mouse gut metagenome
ERR4096480,WGS,chicken gut metagenome
SRR23152981,WGS,gut metagenome
SRR16894853,WGS,feces metagenome
SRR20792799,OTHER,gut metagenome
ERR5838574,WGS,mouse gut metagenome
ERR4793840,WGS,mouse gut metagenome
SRR12795784,WGS,pig gut metagenome
ERR12355588,WGS,Macaca mulatta
ERR6823353,WGS,Gallus gallus
SRR29185112,OTHER,feces metagenome
SRR12795786,WGS,pig gut metagenome
SRR15023601,WGS,gut metagenome
SRR10098311,WGS,bovine metagenome
DRR121601,WGS,mouse gut metagenome
SRR19221410,WGS,rat gut metagenome
ERR4370464,WGS,mouse gut metagenome
ERR6769787,WGS,chicken gut metagenome
SRR29291052,WGS,gut metagenome
SRR12217733,WGS,gut metagenome
SRR31157437,WGS,Bifidobacterium
SRR15091710,WGS,mouse gut metagenome
ERR4371886,WGS,mouse gut metagenome
ERR6355378,WGS,chicken gut metagenome
ERR2241903,WGS,metagenome
SRR21835130,WGS,mouse gut metagenome
SRR6323444,WGS,chicken gut metagenome
SRR26560429,WGS,Mus musculus
SRR25204233,WGS,Mus musculus
SRR19759399,WGS,Mus musculus
SRR13008623,WGA,gut metagenome
ERR2167738,WGS,gut metagenome
SRR16832005,WGS,feces metagenome
SRR18243811,WGS,mouse gut metagenome
ERR4371355,WGS,mouse gut metagenome
SRR29217281,OTHER,chicken gut metagenome
ERR6769633,WGS,chicken gut metagenome
SRR13102896,WGS,mouse gut metagenome
SRR20852429,WGS,Mus musculus
ERR4096590,WGS,chicken gut metagenome
SRR15970543,OTHER,rat gut metagenome
ERR3610829,WGS,Sus scrofa
SRR20950643,WGS,metagenome
ERR12355553,WGS,Macaca mulatta
SRR6323326,WGS,chicken gut metagenome
SRR6323437,WGS,chicken gut metagenome
ERR4096617,WGS,chicken gut metagenome
SRR19759482,WGS,Mus musculus
SRR23152947,WGS,gut metagenome
ERR2167870,WGS,gut metagenome
SRR28527746,WGS,mouse gut metagenome
SRR13102916,WGS,mouse gut metagenome
SRR24675119,WGS,feces metagenome
ERR1915904,WGS,bacterium
SRR26560345,WGS,mouse gut metagenome
SRR6323507,WGS,chicken gut metagenome
SRR9113732,WGS,chicken gut metagenome
SRR13765890,WGS,metagenome
SRR26912656,WGA,mouse gut metagenome
SRR26912679,WGA,mouse gut metagenome
ERR2241693,WGS,metagenome
ERR4369716,WGS,mouse gut metagenome
ERR4370045,WGS,mouse gut metagenome
SRR28039981,OTHER,gut metagenome
SRR9677935,WGS,feces metagenome
ERR4398712,WGS,feces metagenome
SRR29731393,WGS,mouse gut metagenome
SRR11183762,WGS,pig gut metagenome
ERR1915591,WGS,bacterium
SRR27132453,WGS,rat metagenome
SRR17464410,WGS,metagenome
SRR19759474,WGS,Mus musculus
ERR6769666,WGS,chicken gut metagenome
SRR5574512,WGS,mouse gut metagenome
ERR4369804,WGS,mouse gut metagenome
SRR29217074,WGS,mouse gut metagenome
ERR1915950,WGS,bacterium
SRR26512901,WGS,metagenome
SRR25204553,WGS,mouse gut metagenome
ERR4368164,WGS,mouse gut metagenome
SRR29378656,OTHER,human feces metagenome
SRR29290979,WGS,gut metagenome
ERR3199588,WGS,metagenome
ERR4369723,WGS,mouse gut metagenome
ERR4096431,WGS,chicken gut metagenome
ERR5310820,OTHER,Bos taurus
SRR23946463,WGS,gut metagenome
ERR2241754,WGS,metagenome
SRR15633985,WGS,gut metagenome
SRR14721868,WGS,metagenome
SRR25391105,OTHER,mouse gut metagenome
ERR1915944,WGS,bacterium
ERR4372665,WGS,mouse gut metagenome
SRR12833153,WGS,Rattus norvegicus
SRR17775573,WGS,Rattus norvegicus
SRR17071709,OTHER,mouse gut metagenome
SRR9113695,WGS,chicken gut metagenome
ERR192254,WGS,mouse gut metagenome
SRR5574513,WGS,mouse gut metagenome
ERR4370555,WGS,mouse gut metagenome
SRR12730728,WGS,chicken gut metagenome
SRR29290935,WGS,gut metagenome
ERR1913622,WGS,bacterium
SRR6323236,WGS,chicken gut metagenome
SRR23946006,WGS,fish gut metagenome
ERR6785294,WGS,chicken gut metagenome
ERR11768859,WGS,poultry litter metagenome
ERR11769005,WGS,indoor metagenome
ERR4369749,WGS,mouse gut metagenome
ERR11768804,WGS,poultry litter metagenome
SRR17156952,WGS,mouse gut metagenome
SRR7521202,WGS,bird metagenome
SRR14721850,WGS,metagenome
SRR20950874,WGS,metagenome
SRR8638163,WGS,gut metagenome
SRR17464452,WGS,metagenome
SRR30814738,WGS,bovine metagenome
ERR10822883,WGS,human gut metagenome
ERR6823348,WGS,Gallus gallus
SRR25957084,WGS,canine metagenome
DRR121560,WGS,mouse gut metagenome
SRR14092202,WGS,human gut metagenome
SRR15604632,WGS,feces metagenome
ERR4080205,WGS,mouse gut metagenome
SRR15634000,WGS,gut metagenome
SRR29731388,WGS,mouse gut metagenome
SRR12730730,WGS,chicken gut metagenome
SRR20730950,WGS,Bacteroidota
SRR24994278,WGS,feces metagenome
SRR12744535,OTHER,manure metagenome
SRR17464399,WGS,metagenome
SRR26717860,WGS,chicken gut metagenome
SRR26689720,OTHER,mouse metagenome
ERR12355497,WGS,Macaca mulatta
ERR675677,WGS,mouse gut metagenome
ERR4808800,WGS,Gallus gallus
ERR5310811,OTHER,Bos taurus
SRR25957079,WGS,canine metagenome
ERR4133682,WGS,mouse gut metagenome
ERR4370973,WGS,mouse gut metagenome
SRR28806300,WGS,Equus asinus
SRR13008590,WGA,gut metagenome
ERR1913683,WGS,bacterium
ERR6769642,WGS,chicken gut metagenome
ERR6800367,WGS,chicken gut metagenome
SRR24915804,WGS,feces metagenome
ERR4096369,WGS,chicken gut metagenome
SRR13765892,WGS,metagenome
DRR121552,WGS,mouse gut metagenome
SRR12730747,WGS,chicken gut metagenome
SRR6323083,WGS,chicken gut metagenome
ERR2241972,WGS,metagenome
SRR20950721,WGS,metagenome
SRR14721807,WGS,metagenome
SRR19668105,WGS,gut metagenome
ERR3414577,WGS,metagenome
SRR30359175,WGS,Gallus gallus
SRR20792765,OTHER,gut metagenome
ERR4096673,WGS,mouse gut metagenome
SRR12398544,WGS,mouse gut metagenome
ERR2167865,WGS,gut metagenome
SRR15604573,WGS,feces metagenome
ERR4368152,WGS,mouse gut metagenome
SRR13385235,WGS,mouse gut metagenome
SRR27976895,OTHER,gut metagenome
ERR3199661,WGS,metagenome
SRR25204136,WGS,Mus musculus
SRR23918712,WGS,chicken gut metagenome
SRR13008619,WGA,gut metagenome
SRR17918623,WGS,mouse gut metagenome
SRR27783256,WGS,gut metagenome
SRR5699024,WGS,soil metagenome
SRR31063357,WGS,mouse gut metagenome
SRR30884408,WGS,drinking water metagenome
SRR6323368,WGS,chicken gut metagenome
ERR4368538,WGS,mouse gut metagenome
SRR17907392,WGS,mouse gut metagenome
SRR23153030,WGS,gut metagenome
ERR1914182,WGS,bacterium
ERR3357583,WGS,mouse gut metagenome
SRR5580763,WGS,mouse gut metagenome
SRR23918717,WGS,chicken gut metagenome
ERR4371103,WGS,mouse gut metagenome
SRR27143235,WGS,gut metagenome
SRR6323448,WGS,chicken gut metagenome
ERR4368764,WGS,mouse gut metagenome
DRR121580,WGS,mouse gut metagenome
ERR4085885,WGS,mouse gut metagenome
ERR5163995,WGS,mouse gut metagenome
ERR4833509,WGS,metagenome
ERR12355473,WGS,Macaca mulatta
ERR982807,WGS,mouse gut metagenome
SRR26458541,WGS,dust metagenome
SRR13008609,WGA,gut metagenome
SRR17907513,WGS,mouse gut metagenome
SRR16632743,WGS,mouse gut metagenome
ERR4370977,WGS,mouse gut metagenome
ERR4370060,WGS,mouse gut metagenome
ERR4836885,WGS,chicken gut metagenome
ERR4158141,OTHER,human gut metagenome
ERR2241915,WGS,metagenome
SRR12833145,WGS,Rattus norvegicus
SRR20950848,WGS,metagenome
SRR30883629,WGS,metagenome
ERR3199529,WGS,metagenome
SRR29291243,WGS,gut metagenome
SRR29185109,OTHER,feces metagenome
SRR15730538,WGS,mouse gut metagenome
ERR4398709,WGS,feces metagenome
SRR20950803,WGS,metagenome
ERR4303147,WGS,mixed sample
SRR23013067,OTHER,feces metagenome
ERR1913699,WGS,bacterium
SRR15604537,WGS,feces metagenome
SRR15604602,WGS,feces metagenome
SRR26926544,WGS,chicken gut metagenome
SRR21462968,OTHER,compost metagenome
SRR20792807,OTHER,gut metagenome
ERR4368458,WGS,mouse gut metagenome
ERR5310776,OTHER,Bos taurus
SRR15970565,OTHER,rat gut metagenome
ERR4094584,WGS,mouse gut metagenome
SRR21588851,WGS,mouse gut metagenome
SRR19134797,WGS,feces metagenome
ERR1915715,WGS,bacterium
ERR4371014,WGS,mouse gut metagenome
ERR12355581,WGS,Macaca mulatta
SRR27143265,WGS,gut metagenome
SRR15970531,OTHER,rat gut metagenome
SRR30359178,WGS,Gallus gallus
SRR17464439,WGS,metagenome
SRR27976897,OTHER,gut metagenome
SRR12730732,WGS,chicken gut metagenome
SRR13008605,WGA,gut metagenome
SRR22508383,WGS,beach sand metagenome
ERR4183451,WGS,Canis lupus familiaris
SRR10822046,WGS,metagenome
SRR9205158,WGS,mouse metagenome
SRR29291504,WGS,gut metagenome
SRR13801620,WGS,metagenome
SRR28581587,WGS,Alistipes
ERR4370044,WGS,mouse gut metagenome
SRR17156365,WGS,Felis catus
ERR10900957,WGS,human gut metagenome
ERR4093313,WGS,mouse gut metagenome
ERR4398702,WGS,feces metagenome
SRR20950841,WGS,metagenome
SRR20950788,WGS,metagenome
ERR1916218,WGS,bacterium
SRR26458473,WGS,skin metagenome
SRR22514076,OTHER,feces metagenome
ERR4372667,WGS,mouse gut metagenome
ERR4371192,WGS,mouse gut metagenome
SRR6323290,WGS,chicken gut metagenome
ERR3414588,WGS,metagenome
SRR28581601,WGS,Akkermansia
ERR4832230,WGS,metagenome
ERR4369665,WGS,mouse gut metagenome
SRR29267492,WGS,mouse gut metagenome
ERR1915910,WGS,bacterium
SRR15730533,WGS,mouse gut metagenome
SRR23447890,WGS,runoff metagenome
SRR23959117,WGS,gut metagenome
ERR4096597,WGS,chicken gut metagenome
SRR8638178,WGS,gut metagenome
SRR11284182,WGS,mouse metagenome
ERR4368158,WGS,mouse gut metagenome
SRR22535162,OTHER,bovine gut metagenome
ERR580862,OTHER,Mus musculus
ERR1914845,WGS,bacterium
ERR1913439,WGS,bacterium
ERR4094838,WGS,mouse gut metagenome
SRR28360040,WGS,gut metagenome
SRR17182803,WGS,metagenome
SRR4096745,WGS,chicken gut metagenome
SRR15604567,WGS,feces metagenome
SRR31203346,WGS,mouse gut metagenome
ERR11768837,WGS,poultry litter metagenome
ERR4370967,WGS,mouse gut metagenome
ERR4370969,WGS,mouse gut metagenome
ERR4369575,WGS,mouse gut metagenome
SRR25204142,WGS,Mus musculus
SRR15970584,OTHER,rat gut metagenome
ERR4369720,WGS,mouse gut metagenome
SRR22981698,WGS,metagenome
DRR121513,WGS,mouse gut metagenome
ERR4968586,WGS,chicken gut metagenome
SRR26926554,WGS,chicken gut metagenome
SRR31320876,WGS,gut metagenome
SRR29291000,WGS,gut metagenome
SRR16632741,WGS,mouse gut metagenome
SRR26926488,WGS,chicken gut metagenome
ERR4371837,WGS,mouse gut metagenome
SRR17464423,WGS,metagenome
SRR29291609,WGS,gut metagenome
SRR29291438,WGS,gut metagenome
SRR10090068,WGS,feces metagenome
ERR4096602,WGS,chicken gut metagenome
SRR21846297,WGS,mouse gut metagenome
SRR11126197,WGS,pig gut metagenome
ERR6222547,WGS,metagenome
SRR12730721,WGS,chicken gut metagenome
SRR13795683,WGS,metagenome
SRR26681945,WGS,Mus musculus
SRR14038234,WGS,mouse gut metagenome
ERR12355489,WGS,Macaca mulatta
SRR11482367,WGS,dust metagenome
SRR19668093,WGS,gut metagenome
SRR28738927,OTHER,mouse gut metagenome
ERR3199547,WGS,metagenome
SRR30359172,WGS,Gallus gallus
ERR5532482,WGS,mouse gut metagenome
SRR23153086,WGS,gut metagenome
SRR3536233,WGS,dust metagenome
SRR24755502,WGS,metagenome
SRR30645926,Targeted-Capture,human skin metagenome
SRR26912627,WGA,mouse gut metagenome
SRR25957104,WGS,canine metagenome
ERR11768904,WGS,poultry litter metagenome
SRR27911149,OTHER,anaerobic digester metagenome
SRR15970587,OTHER,rat gut metagenome
SRR24098214,OTHER,chicken gut metagenome
SRR29291548,WGS,gut metagenome
ERR3199582,WGS,metagenome
ERR4368975,WGS,mouse gut metagenome
SRR19759453,WGS,Mus musculus
ERR1914404,WGS,bacterium
SRR14695910,WGS,feces metagenome
SRR26903481,WGS,bovine metagenome
SRR20853678,OTHER,feces metagenome
SRR28738932,OTHER,mouse gut metagenome
ERR1915719,WGS,bacterium
ERR2241737,WGS,metagenome
ERR1914403,WGS,bacterium
ERR6769726,WGS,chicken gut metagenome
SRR20950868,WGS,metagenome
SRR23005514,WGS,compost metagenome
ERR3199572,WGS,metagenome
ERR1914844,WGS,bacterium
ERR12355525,WGS,Macaca mulatta
ERR4371145,WGS,mouse gut metagenome
ERR10930157,WGS,pig gut metagenome
ERR1915936,WGS,bacterium
SRR24741603,WGS,human metagenome
SRR6032565,WGS,mouse gut metagenome
