rank,name,diff,sourmash,singleM
superkingdom,d__Bacteria,-46.24578816,97.33287925,51.0870911
superkingdom,d__Bacteria,-43.31415299,94.76404818,51.44989519
superkingdom,d__Bacteria,-47.19575626,98.98617512,51.79041886
superkingdom,d__Bacteria,-45.70649289,98.03252753,52.32603465
superkingdom,d__Bacteria,-46.35782183,98.9017815,52.54395967
superkingdom,d__Bacteria,-43.34120741,95.92483898,52.58363158
superkingdom,d__Bacteria,-46.6741169,99.30843256,52.63431565
superkingdom,d__Bacteria,-46.23920898,98.93516939,52.69596042
superkingdom,d__Bacteria,-46.01162374,98.95686439,52.94524065
superkingdom,d__Bacteria,-45.88425859,98.88382271,52.99956412
superkingdom,d__Bacteria,-45.98157139,98.99147695,53.00990556
superkingdom,d__Bacteria,-45.92119248,99.02685185,53.10565937
superkingdom,d__Bacteria,-44.90800236,98.0537475,53.14574515
superkingdom,d__Bacteria,-45.81187467,99.09594844,53.28407377
superkingdom,d__Bacteria,-42.90113135,96.33363134,53.43249999
superkingdom,d__Bacteria,-45.33293902,98.95129525,53.61835624
superkingdom,d__Bacteria,-45.58725054,99.25686847,53.66961793
superkingdom,d__Bacteria,-44.85826384,99.01567964,54.15741581
superkingdom,d__Bacteria,-44.68462828,99.00865474,54.32402646
superkingdom,d__Bacteria,-44.54825778,98.94637429,54.39811651
superkingdom,d__Bacteria,-44.3660326,98.83321818,54.46718558
superkingdom,d__Bacteria,-44.65353157,99.13473424,54.48120267
superkingdom,d__Bacteria,-44.39395685,99.08497355,54.6910167
superkingdom,d__Bacteria,-44.1228219,98.99832077,54.87549887
superkingdom,d__Bacteria,-43.6204813,98.57648794,54.95600664
superkingdom,d__Bacteria,-43.52285503,98.7160183,55.19316328
superkingdom,d__Bacteria,-43.73319764,99.18084136,55.44764371
superkingdom,d__Bacteria,-43.52530713,99.01445466,55.48914753
superkingdom,d__Bacteria,-43.51130395,99.01795231,55.50664836
superkingdom,d__Bacteria,-43.58400966,99.13195352,55.54794386
superkingdom,d__Bacteria,-43.30210981,99.00015959,55.69804978
superkingdom,d__Bacteria,-43.14306354,99.03925316,55.89618962
superkingdom,d__Bacteria,-43.67282294,99.66311494,55.990292
superkingdom,d__Bacteria,-43.17775011,99.26074407,56.08299395
superkingdom,d__Bacteria,-42.93214252,99.0924131,56.16027059
superkingdom,d__Bacteria,-42.93554661,99.11506772,56.17952111
superkingdom,d__Bacteria,-42.60571402,98.80514897,56.19943496
superkingdom,d__Bacteria,-42.83911979,99.11426875,56.27514896
superkingdom,d__Bacteria,-42.452171,98.83367513,56.38150413
